Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
15.5,Low Sugar,0.039,Meat,169.75,1987,High,Tier 2,Supermarket Type1,4562.52
13.17,Low Sugar,0.076,Frozen Foods,151.4,2009,Medium,Tier 2,Supermarket Type2,3659.4
11.49,Regular,0.039,Frozen Foods,107.78,1987,High,Tier 2,Supermarket Type1,2387.13
15.27,Low Sugar,0.015,Frozen Foods,178.72,1998,Small,Tier 3,Food Mart,1123.57
11.12,Low Sugar,0.074,Baking Goods,129.51,2009,Medium,Tier 2,Supermarket Type2,2749.33
16.31,Regular,0.048,Fruits and Vegetables,179.03,1999,Medium,Tier 1,Departmental Store,4933.82
10.67,Regular,0.184,Snack Foods,104.53,1998,Small,Tier 3,Food Mart,2135.22
13.1,Low Sugar,0.035,Meat,119.36,2009,Medium,Tier 2,Supermarket Type2,2989.0
12.61,Regular,0.102,Seafood,108.18,2009,Medium,Tier 2,Supermarket Type2,2647.83
9.65,Low Sugar,0.066,Breakfast,82.08,1998,Small,Tier 3,Food Mart,1444.64
11.27,Low Sugar,0.023,Soft Drinks,132.92,2009,Medium,Tier 2,Supermarket Type2,2852.84
9.7,Low Sugar,0.098,Dairy,153.88,2009,Medium,Tier 2,Supermarket Type2,2925.31
11.45,No Sugar,0.076,Health and Hygiene,135.71,2009,Medium,Tier 2,Supermarket Type2,2950.97
10.81,No Sugar,0.024,Household,163.75,2009,Medium,Tier 2,Supermarket Type2,3377.91
8.91,Low Sugar,0.108,Canned,113.78,1998,Small,Tier 3,Food Mart,1927.71
9.77,No Sugar,0.084,Others,175.72,2009,Medium,Tier 2,Supermarket Type2,3387.81
10.98,Low Sugar,0.029,Canned,163.33,2009,Medium,Tier 2,Supermarket Type2,3408.62
8.18,Low Sugar,0.021,Snack Foods,118.86,1998,Small,Tier 3,Food Mart,1866.43
12.06,Low Sugar,0.014,Meat,130.85,2009,Medium,Tier 2,Supermarket Type2,2987.85
16.04,Low Sugar,0.028,Fruits and Vegetables,171.28,1987,High,Tier 2,Supermarket Type1,4715.82
17.72,Low Sugar,0.021,Snack Foods,204.82,1999,Medium,Tier 1,Departmental Store,5780.25
13.78,Low Sugar,0.081,Frozen Foods,124.38,1998,Small,Tier 3,Food Mart,516.91
12.46,Low Sugar,0.097,Hard Drinks,91.54,1998,Small,Tier 3,Food Mart,2274.65
14.36,reg,0.024,Hard Drinks,160.21,1987,High,Tier 2,Supermarket Type1,4109.15
12.59,Regular,0.057,Baking Goods,208.93,1987,High,Tier 2,Supermarket Type1,4706.24
10.75,Low Sugar,0.007,Snack Foods,89.33,1998,Small,Tier 3,Food Mart,1841.79
7.25,Regular,0.009,Snack Foods,145.16,1998,Small,Tier 3,Food Mart,2193.16
15.77,Low Sugar,0.021,Dairy,144.56,1987,High,Tier 2,Supermarket Type1,4107.65
12.92,No Sugar,0.139,Health and Hygiene,165.21,2009,Medium,Tier 2,Supermarket Type2,3886.78
11.29,Regular,0.047,Snack Foods,72.58,1998,Small,Tier 3,Food Mart,1622.3
9.95,Low Sugar,0.115,Fruits and Vegetables,91.46,1998,Small,Tier 3,Food Mart,1705.16
11.99,Low Sugar,0.013,Dairy,138.93,2009,Medium,Tier 2,Supermarket Type2,3137.01
12.51,Regular,0.058,Soft Drinks,154.73,2009,Medium,Tier 2,Supermarket Type2,3579.68
11.19,No Sugar,0.038,Health and Hygiene,159.95,2009,Medium,Tier 2,Supermarket Type2,3386.16
11.94,Low Sugar,0.026,Frozen Foods,127.11,2009,Medium,Tier 2,Supermarket Type2,2885.14
17.21,Low Sugar,0.058,Meat,166.04,1999,Medium,Tier 1,Departmental Store,4871.7
9.46,Regular,0.026,Frozen Foods,163.09,2009,Medium,Tier 2,Supermarket Type2,3061.18
12.27,Low Sugar,0.161,Baking Goods,117.37,2009,Medium,Tier 2,Supermarket Type2,2760.15
15.98,Low Sugar,0.015,Hard Drinks,152.25,1999,Medium,Tier 1,Departmental Store,4312.36
6.37,Low Sugar,0.085,Frozen Foods,64.71,1998,Small,Tier 3,Food Mart,350.0
13.6,Low Sugar,0.017,Fruits and Vegetables,159.2,2009,Medium,Tier 2,Supermarket Type2,3915.2
13.29,Low Sugar,0.128,Fruits and Vegetables,192.34,1998,Small,Tier 3,Food Mart,1120.76
11.43,Low Sugar,0.021,Canned,123.46,2009,Medium,Tier 2,Supermarket Type2,2694.93
14.72,No Sugar,0.099,Health and Hygiene,176.1,1987,High,Tier 2,Supermarket Type1,4514.76
16.44,Low Sugar,0.056,Frozen Foods,216.03,1999,Medium,Tier 1,Departmental Store,5722.13
10.47,Low Sugar,0.16,Soft Drinks,93.51,1999,Medium,Tier 1,Departmental Store,5233.53
13.08,Regular,0.05,Snack Foods,189.87,1999,Medium,Tier 1,Departmental Store,4425.72
12.25,Low Sugar,0.074,Canned,127.29,2009,Medium,Tier 2,Supermarket Type2,4462.82
10.87,Low Sugar,0.149,Soft Drinks,184.65,2009,Medium,Tier 2,Supermarket Type2,3819.37
14.35,Low Sugar,0.044,Dairy,166.92,1999,Medium,Tier 1,Departmental Store,4243.8
13.46,Regular,0.033,Baking Goods,129.62,2009,Medium,Tier 2,Supermarket Type2,3278.39
9.04,Regular,0.016,Baking Goods,121.11,1998,Small,Tier 3,Food Mart,2107.19
10.85,Low Sugar,0.097,Frozen Foods,138.56,2009,Medium,Tier 2,Supermarket Type2,2873.46
16.27,Regular,0.075,Meat,161.84,1987,High,Tier 2,Supermarket Type1,4573.65
13.4,Low Sugar,0.018,Fruits and Vegetables,219.77,1999,Medium,Tier 1,Departmental Store,5109.59
15.67,Low Sugar,0.036,Hard Drinks,180.71,1987,High,Tier 2,Supermarket Type1,4823.69
13.17,Low Sugar,0.085,Snack Foods,147.32,2009,Medium,Tier 2,Supermarket Type2,3576.32
13.81,Low Sugar,0.016,Fruits and Vegetables,114.58,2009,Medium,Tier 2,Supermarket Type2,3051.48
12.61,Regular,0.045,Snack Foods,154.08,2009,Medium,Tier 2,Supermarket Type2,3588.42
14.79,Low Sugar,0.014,Fruits and Vegetables,175.33,1987,High,Tier 2,Supermarket Type1,4516.25
13.35,Regular,0.16,Baking Goods,157.45,2009,Medium,Tier 2,Supermarket Type2,3823.63
11.76,No Sugar,0.077,Others,202.96,1999,Medium,Tier 1,Departmental Store,4395.51
14.57,Low Sugar,0.053,Snack Foods,208.65,1999,Medium,Tier 1,Departmental Store,5147.25
12.33,Low Sugar,0.027,Dairy,146.0,2009,Medium,Tier 2,Supermarket Type2,3358.71
17.36,Low Sugar,0.085,Canned,147.81,1987,High,Tier 2,Supermarket Type1,4531.9
15.11,Regular,0.053,Snack Foods,183.43,1987,High,Tier 2,Supermarket Type1,4752.54
12.42,Low Sugar,0.058,Fruits and Vegetables,131.64,2009,Medium,Tier 2,Supermarket Type2,4178.26
12.87,Low Sugar,0.021,Fruits and Vegetables,116.93,2009,Medium,Tier 2,Supermarket Type2,2887.23
9.64,Low Sugar,0.057,Dairy,110.49,1998,Small,Tier 3,Food Mart,2024.02
13.84,Low Sugar,0.012,Baking Goods,100.79,2009,Medium,Tier 2,Supermarket Type2,2775.61
12.76,Low Sugar,0.041,Canned,133.96,2009,Medium,Tier 2,Supermarket Type2,3209.97
16.33,Low Sugar,0.052,Canned,167.31,1999,Medium,Tier 1,Departmental Store,5696.17
9.49,Regular,0.084,Canned,89.21,1998,Small,Tier 3,Food Mart,1554.61
13.84,Low Sugar,0.055,Fruits and Vegetables,122.2,2009,Medium,Tier 2,Supermarket Type2,3212.17
12.17,Low Sugar,0.053,Frozen Foods,120.79,2009,Medium,Tier 2,Supermarket Type2,2807.19
12.82,Regular,0.009,Meat,119.88,2009,Medium,Tier 2,Supermarket Type2,2934.54
15.2,No Sugar,0.076,Household,156.48,1999,Medium,Tier 1,Departmental Store,4222.1
13.15,Regular,0.064,Soft Drinks,200.71,1987,High,Tier 2,Supermarket Type1,4663.06
11.29,Low Sugar,0.021,Hard Drinks,155.86,2009,Medium,Tier 2,Supermarket Type2,3325.42
17.14,Regular,0.031,Meat,206.22,1999,Medium,Tier 1,Departmental Store,5678.29
15.43,Low Sugar,0.123,Snack Foods,162.17,1999,Medium,Tier 1,Departmental Store,4390.43
11.67,Low Sugar,0.031,Snack Foods,180.88,2009,Medium,Tier 2,Supermarket Type2,3923.62
9.73,Regular,0.031,Canned,175.81,2009,Medium,Tier 2,Supermarket Type2,3381.51
12.04,No Sugar,0.024,Health and Hygiene,91.83,1998,Small,Tier 3,Food Mart,2184.37
15.62,Low Sugar,0.038,Starchy Foods,125.82,2009,Medium,Tier 2,Supermarket Type2,3690.95
12.74,No Sugar,0.021,Health and Hygiene,173.87,1987,High,Tier 2,Supermarket Type1,4023.1
14.05,Low Sugar,0.074,Snack Foods,130.94,2009,Medium,Tier 2,Supermarket Type2,3440.04
9.99,Low Sugar,0.291,Frozen Foods,154.53,2009,Medium,Tier 2,Supermarket Type2,3005.45
13.07,Low Sugar,0.088,Fruits and Vegetables,121.25,2009,Medium,Tier 2,Supermarket Type2,3019.58
12.63,Low Sugar,0.024,Snack Foods,110.06,2009,Medium,Tier 2,Supermarket Type2,2692.1
14.46,reg,0.017,Meat,169.11,1999,Medium,Tier 1,Departmental Store,4313.73
11.48,Low Sugar,0.107,Meat,112.69,1987,High,Tier 2,Supermarket Type1,2485.22
16.55,Low Sugar,0.178,Snack Foods,200.9,1999,Medium,Tier 1,Departmental Store,5436.92
11.45,Regular,0.078,Dairy,127.67,1999,Medium,Tier 1,Departmental Store,6725.47
12.34,Low Sugar,0.01,Fruits and Vegetables,134.28,2009,Medium,Tier 2,Supermarket Type2,3120.62
12.14,Low Sugar,0.008,Baking Goods,124.43,2009,Medium,Tier 2,Supermarket Type2,2874.73
13.58,No Sugar,0.086,Household,170.01,1998,Small,Tier 3,Food Mart,2060.28
10.93,Low Sugar,0.073,Soft Drinks,145.92,2009,Medium,Tier 2,Supermarket Type2,3040.05
18.95,Low Sugar,0.015,Frozen Foods,222.53,1999,Medium,Tier 1,Departmental Store,6421.79
13.73,No Sugar,0.047,Household,147.0,2009,Medium,Tier 2,Supermarket Type2,3695.97
13.41,No Sugar,0.081,Household,150.6,2009,Medium,Tier 2,Supermarket Type2,3696.93
13.36,Low Sugar,0.067,Snack Foods,124.34,2009,Medium,Tier 2,Supermarket Type2,3148.42
12.69,Low Sugar,0.086,Soft Drinks,147.16,2009,Medium,Tier 2,Supermarket Type2,3463.98
11.03,Low Sugar,0.058,Frozen Foods,155.66,2009,Medium,Tier 2,Supermarket Type2,3262.74
12.21,No Sugar,0.042,Health and Hygiene,147.73,1998,Small,Tier 3,Food Mart,1150.13
10.01,Regular,0.053,Dairy,111.14,1998,Small,Tier 3,Food Mart,2122.44
12.83,Low Sugar,0.011,Dairy,150.54,2009,Medium,Tier 2,Supermarket Type2,3566.16
12.97,No Sugar,0.025,Household,114.48,2009,Medium,Tier 2,Supermarket Type2,2858.59
10.72,Low Sugar,0.163,Soft Drinks,150.44,2009,Medium,Tier 2,Supermarket Type2,3085.1
14.47,Regular,0.023,Fruits and Vegetables,146.44,2009,Medium,Tier 2,Supermarket Type2,3852.16
16.21,Regular,0.041,Fruits and Vegetables,189.13,1999,Medium,Tier 1,Departmental Store,5117.65
13.38,Low Sugar,0.151,Frozen Foods,130.51,2009,Medium,Tier 2,Supermarket Type2,3278.55
13.45,Low Sugar,0.03,Hard Drinks,148.09,2009,Medium,Tier 2,Supermarket Type2,3654.35
10.43,No Sugar,0.071,Household,110.95,1998,Small,Tier 3,Food Mart,2213.07
10.92,No Sugar,0.142,Health and Hygiene,184.73,1999,Medium,Tier 1,Departmental Store,5972.25
11.5,Low Sugar,0.039,Dairy,159.66,2009,Medium,Tier 2,Supermarket Type2,3451.32
19.91,Low Sugar,0.067,Snack Foods,174.4,1999,Medium,Tier 1,Departmental Store,5652.98
16.22,reg,0.038,Canned,138.84,1987,High,Tier 2,Supermarket Type1,4092.23
11.87,Low Sugar,0.14,Starchy Foods,128.01,2009,Medium,Tier 2,Supermarket Type2,2887.03
13.7,Regular,0.122,Frozen Foods,130.94,2009,Medium,Tier 2,Supermarket Type2,3360.33
14.99,Regular,0.061,Fruits and Vegetables,150.68,1987,High,Tier 2,Supermarket Type1,4055.15
13.64,No Sugar,0.006,Health and Hygiene,133.06,2009,Medium,Tier 2,Supermarket Type2,3390.46
10.57,Low Sugar,0.042,Meat,125.25,2009,Medium,Tier 2,Supermarket Type2,2537.74
14.3,Low Sugar,0.028,Snack Foods,122.07,2009,Medium,Tier 2,Supermarket Type2,3314.37
12.11,Low Sugar,0.091,Fruits and Vegetables,170.34,2009,Medium,Tier 2,Supermarket Type2,3808.09
11.07,Low Sugar,0.091,Meat,102.25,1999,Medium,Tier 1,Departmental Store,6035.09
9.57,No Sugar,0.015,Health and Hygiene,144.1,2009,Medium,Tier 2,Supermarket Type2,2696.29
11.28,Low Sugar,0.04,Snack Foods,122.68,2009,Medium,Tier 2,Supermarket Type2,2645.02
12.97,Regular,0.036,Snack Foods,157.12,2009,Medium,Tier 2,Supermarket Type2,3730.49
10.87,Low Sugar,0.105,Frozen Foods,106.74,1998,Small,Tier 3,Food Mart,2224.99
17.53,Regular,0.058,Frozen Foods,193.39,1999,Medium,Tier 1,Departmental Store,5504.35
12.64,Low Sugar,0.021,Starchy Foods,172.89,2009,Medium,Tier 2,Supermarket Type2,2898.86
11.69,Regular,0.143,Breads,75.71,1998,Small,Tier 3,Food Mart,1775.67
11.24,Low Sugar,0.044,Starchy Foods,134.05,2009,Medium,Tier 2,Supermarket Type2,4194.9
14.25,Low Sugar,0.027,Fruits and Vegetables,148.87,2009,Medium,Tier 2,Supermarket Type2,3851.02
14.03,Low Sugar,0.089,Snack Foods,127.42,1999,Medium,Tier 1,Departmental Store,5588.8
9.92,Low Sugar,0.124,Canned,103.85,1998,Small,Tier 3,Food Mart,1953.02
12.37,Regular,0.049,Baking Goods,94.72,1987,High,Tier 2,Supermarket Type1,2318.2
12.81,Low Sugar,0.066,Fruits and Vegetables,157.7,2009,Medium,Tier 2,Supermarket Type2,3706.67
12.32,Low Sugar,0.024,Canned,128.51,2009,Medium,Tier 2,Supermarket Type2,4492.96
9.44,Low Sugar,0.016,Breads,125.39,1998,Small,Tier 3,Food Mart,2284.59
12.6,Regular,0.131,Canned,164.77,2009,Medium,Tier 2,Supermarket Type2,3804.32
9.44,No Sugar,0.035,Household,122.54,1998,Small,Tier 3,Food Mart,2226.52
11.27,Low Sugar,0.061,Fruits and Vegetables,103.91,1998,Small,Tier 3,Food Mart,2257.54
13.45,Regular,0.106,Baking Goods,141.05,2009,Medium,Tier 2,Supermarket Type2,3511.42
13.17,No Sugar,0.031,Others,217.45,1998,Small,Tier 3,Food Mart,998.21
12.55,Low Sugar,0.188,Meat,160.6,2009,Medium,Tier 2,Supermarket Type2,3708.5
13.09,Regular,0.033,Snack Foods,163.18,2009,Medium,Tier 2,Supermarket Type2,3882.38
11.81,No Sugar,0.104,Household,150.43,2009,Medium,Tier 2,Supermarket Type2,3332.07
11.23,No Sugar,0.065,Health and Hygiene,175.35,2009,Medium,Tier 2,Supermarket Type2,3710.49
11.96,Low Sugar,0.018,Snack Foods,151.35,2009,Medium,Tier 2,Supermarket Type2,3384.58
15.94,No Sugar,0.067,Household,176.93,1987,High,Tier 2,Supermarket Type1,2455.65
15.96,No Sugar,0.08,Health and Hygiene,176.87,1987,High,Tier 2,Supermarket Type1,4810.74
10.35,reg,0.017,Fruits and Vegetables,95.05,1998,Small,Tier 3,Food Mart,1869.49
14.77,Low Sugar,0.023,Fruits and Vegetables,189.19,1987,High,Tier 2,Supermarket Type1,4795.13
17.0,No Sugar,0.064,Health and Hygiene,225.18,1999,Medium,Tier 1,Departmental Store,6034.1
12.19,Low Sugar,0.133,Snack Foods,146.07,2009,Medium,Tier 2,Supermarket Type2,3329.9
13.5,Low Sugar,0.066,Fruits and Vegetables,125.21,2009,Medium,Tier 2,Supermarket Type2,3199.4
12.09,Low Sugar,0.039,Snack Foods,171.5,2009,Medium,Tier 2,Supermarket Type2,3826.91
12.73,Low Sugar,0.042,Fruits and Vegetables,143.71,2009,Medium,Tier 2,Supermarket Type2,3402.45
10.84,Low Sugar,0.049,Meat,124.93,1998,Small,Tier 3,Food Mart,1215.18
13.98,Regular,0.034,Meat,162.36,1987,High,Tier 2,Supermarket Type1,4066.13
10.9,Low Sugar,0.036,Baking Goods,107.79,1998,Small,Tier 3,Food Mart,2254.11
11.9,Low Sugar,0.016,Snack Foods,137.91,2009,Medium,Tier 2,Supermarket Type2,3096.87
11.34,Low Sugar,0.045,Fruits and Vegetables,121.61,2009,Medium,Tier 2,Supermarket Type2,2637.16
13.3,No Sugar,0.046,Household,152.97,2009,Medium,Tier 2,Supermarket Type2,3720.57
9.96,No Sugar,0.147,Household,138.57,2009,Medium,Tier 2,Supermarket Type2,2671.4
10.96,No Sugar,0.011,Others,106.66,1998,Small,Tier 3,Food Mart,2244.35
17.45,Low Sugar,0.105,Dairy,174.27,1999,Medium,Tier 1,Departmental Store,5093.97
9.24,No Sugar,0.03,Household,128.9,1987,High,Tier 2,Supermarket Type1,2311.73
14.8,Low Sugar,0.051,Snack Foods,199.65,1999,Medium,Tier 1,Departmental Store,5015.3
8.91,No Sugar,0.013,Health and Hygiene,127.02,1998,Small,Tier 3,Food Mart,2198.54
10.23,No Sugar,0.015,Health and Hygiene,169.62,2009,Medium,Tier 2,Supermarket Type2,3368.51
16.05,Low Sugar,0.1,Dairy,132.0,1999,Medium,Tier 1,Departmental Store,6644.28
12.77,Regular,0.076,Snack Foods,132.17,2009,Medium,Tier 2,Supermarket Type2,3174.76
12.22,Low Sugar,0.034,Frozen Foods,130.54,2009,Medium,Tier 2,Supermarket Type2,3019.09
12.63,No Sugar,0.045,Health and Hygiene,156.96,2009,Medium,Tier 2,Supermarket Type2,3652.13
12.56,Low Sugar,0.038,Snack Foods,152.41,2009,Medium,Tier 2,Supermarket Type2,3541.36
13.47,Regular,0.151,Dairy,120.15,2009,Medium,Tier 2,Supermarket Type2,3086.94
12.59,Low Sugar,0.017,Breakfast,140.5,1999,Medium,Tier 1,Departmental Store,6796.94
10.97,reg,0.023,Baking Goods,146.95,2009,Medium,Tier 2,Supermarket Type2,3071.95
11.35,Regular,0.06,Frozen Foods,161.69,2009,Medium,Tier 2,Supermarket Type2,3459.37
14.34,No Sugar,0.047,Household,199.55,1987,High,Tier 2,Supermarket Type1,4909.67
10.62,Regular,0.123,Hard Drinks,94.13,1998,Small,Tier 3,Food Mart,1910.97
15.78,Regular,0.291,Meat,150.61,1999,Medium,Tier 1,Departmental Store,4232.23
10.01,Regular,0.147,Fruits and Vegetables,105.73,1987,High,Tier 2,Supermarket Type1,3368.59
13.46,Low Sugar,0.036,Fruits and Vegetables,183.41,1999,Medium,Tier 1,Departmental Store,4379.76
11.97,Regular,0.024,Frozen Foods,139.41,2009,Medium,Tier 2,Supermarket Type2,3142.56
11.1,Low Sugar,0.053,Breads,122.31,2009,Medium,Tier 2,Supermarket Type2,2596.24
14.05,No Sugar,0.04,Health and Hygiene,137.43,2009,Medium,Tier 2,Supermarket Type2,3573.44
9.96,Low Sugar,0.077,Dairy,109.14,1998,Small,Tier 3,Food Mart,2069.01
11.2,Low Sugar,0.032,Snack Foods,96.67,1998,Small,Tier 3,Food Mart,2095.15
16.64,Regular,0.015,Meat,172.08,1999,Medium,Tier 1,Departmental Store,4867.83
16.69,Low Sugar,0.065,Breads,179.87,1999,Medium,Tier 1,Departmental Store,5037.39
12.08,No Sugar,0.056,Others,173.49,2009,Medium,Tier 2,Supermarket Type2,3865.59
14.43,No Sugar,0.186,Others,210.3,1999,Medium,Tier 1,Departmental Store,5149.85
13.35,Low Sugar,0.118,Hard Drinks,120.89,2009,Medium,Tier 2,Supermarket Type2,3076.65
11.28,No Sugar,0.089,Health and Hygiene,146.22,2009,Medium,Tier 2,Supermarket Type2,4594.26
10.68,No Sugar,0.106,Household,102.64,1998,Small,Tier 3,Food Mart,2098.85
10.77,No Sugar,0.191,Others,143.53,2009,Medium,Tier 2,Supermarket Type2,2956.85
11.21,Regular,0.06,Fruits and Vegetables,178.28,2009,Medium,Tier 2,Supermarket Type2,3766.56
15.45,Low Sugar,0.2,Canned,206.62,1999,Medium,Tier 1,Departmental Store,5305.03
10.96,Regular,0.073,Frozen Foods,165.12,2009,Medium,Tier 2,Supermarket Type2,3440.23
14.16,Regular,0.046,Snack Foods,161.31,1987,High,Tier 2,Supermarket Type1,4085.03
10.92,No Sugar,0.156,Household,80.69,1998,Small,Tier 3,Food Mart,1703.6
13.19,Low Sugar,0.047,Dairy,113.67,2009,Medium,Tier 2,Supermarket Type2,2892.56
14.83,Low Sugar,0.157,Snack Foods,189.19,1987,High,Tier 2,Supermarket Type1,4807.21
14.15,Regular,0.025,Snack Foods,196.25,1987,High,Tier 2,Supermarket Type1,4798.89
14.42,No Sugar,0.017,Household,204.31,1999,Medium,Tier 1,Departmental Store,5023.75
9.16,Low Sugar,0.016,Hard Drinks,97.23,1998,Small,Tier 3,Food Mart,1645.96
12.91,Low Sugar,0.106,Frozen Foods,130.02,2009,Medium,Tier 2,Supermarket Type2,3162.4
10.29,Low Sugar,0.068,Baking Goods,151.58,1998,Small,Tier 3,Food Mart,865.96
16.57,Low Sugar,0.036,Baking Goods,192.61,1999,Medium,Tier 1,Departmental Store,5271.64
8.5,Regular,0.026,Dairy,158.22,2009,Medium,Tier 2,Supermarket Type2,2743.84
7.6,Regular,0.021,Frozen Foods,175.03,2009,Medium,Tier 2,Supermarket Type2,2885.13
15.18,Regular,0.079,Snack Foods,190.65,1987,High,Tier 2,Supermarket Type1,4917.81
16.83,Low Sugar,0.051,Dairy,173.25,1999,Medium,Tier 1,Departmental Store,4933.98
13.14,No Sugar,0.161,Health and Hygiene,147.36,2009,Medium,Tier 2,Supermarket Type2,3569.52
14.25,Regular,0.076,Baking Goods,158.34,1987,High,Tier 2,Supermarket Type1,4046.16
11.03,Regular,0.185,Frozen Foods,183.66,2009,Medium,Tier 2,Supermarket Type2,3835.57
12.95,Regular,0.035,Meat,179.87,1987,High,Tier 2,Supermarket Type1,4191.26
15.48,Low Sugar,0.012,Dairy,199.52,1999,Medium,Tier 1,Departmental Store,5165.52
13.48,Low Sugar,0.177,Baking Goods,159.8,2009,Medium,Tier 2,Supermarket Type2,3900.87
14.5,Regular,0.026,Soft Drinks,146.7,2009,Medium,Tier 2,Supermarket Type2,3864.66
13.12,No Sugar,0.036,Others,149.56,2009,Medium,Tier 2,Supermarket Type2,3610.09
15.74,Low Sugar,0.061,Frozen Foods,155.21,1999,Medium,Tier 1,Departmental Store,4318.32
11.91,Low Sugar,0.053,Baking Goods,73.22,1998,Small,Tier 3,Food Mart,1775.13
10.02,Low Sugar,0.022,Snack Foods,119.78,1987,High,Tier 2,Supermarket Type1,2300.58
11.95,Low Sugar,0.122,Dairy,155.01,2009,Medium,Tier 2,Supermarket Type2,3457.77
13.07,Low Sugar,0.037,Meat,143.79,2009,Medium,Tier 2,Supermarket Type2,3481.67
12.71,Low Sugar,0.18,Fruits and Vegetables,183.54,1999,Medium,Tier 1,Departmental Store,4212.43
13.52,No Sugar,0.026,Household,112.97,2009,Medium,Tier 2,Supermarket Type2,2951.23
13.28,Regular,0.029,Frozen Foods,163.0,2009,Medium,Tier 2,Supermarket Type2,3922.5
14.45,No Sugar,0.017,Household,175.47,1999,Medium,Tier 1,Departmental Store,5041.31
11.31,Low Sugar,0.071,Snack Foods,165.68,2009,Medium,Tier 2,Supermarket Type2,3531.54
13.05,Low Sugar,0.027,Fruits and Vegetables,155.6,2009,Medium,Tier 2,Supermarket Type2,3718.89
12.81,Low Sugar,0.094,Snack Foods,118.6,2009,Medium,Tier 2,Supermarket Type2,2906.6
12.67,reg,0.047,Frozen Foods,124.48,2009,Medium,Tier 2,Supermarket Type2,2996.63
11.5,Low Sugar,0.03,Snack Foods,120.85,2009,Medium,Tier 2,Supermarket Type2,2656.28
13.14,No Sugar,0.025,Household,152.12,2009,Medium,Tier 2,Supermarket Type2,3666.8
15.47,Low Sugar,0.159,Fruits and Vegetables,180.54,1987,High,Tier 2,Supermarket Type1,4775.21
13.36,Regular,0.116,Baking Goods,165.89,2009,Medium,Tier 2,Supermarket Type2,3997.86
13.83,No Sugar,0.1,Health and Hygiene,134.77,2009,Medium,Tier 2,Supermarket Type2,3469.51
13.99,Low Sugar,0.036,Soft Drinks,129.5,2009,Medium,Tier 2,Supermarket Type2,3397.49
12.36,No Sugar,0.106,Others,106.18,2009,Medium,Tier 2,Supermarket Type2,2552.24
13.2,Low Sugar,0.161,Canned,145.47,2009,Medium,Tier 2,Supermarket Type2,3544.73
10.85,Low Sugar,0.151,Frozen Foods,167.37,2009,Medium,Tier 2,Supermarket Type2,3462.07
14.45,Low Sugar,0.041,Meat,123.66,2009,Medium,Tier 2,Supermarket Type2,3381.08
10.39,Low Sugar,0.145,Seafood,128.78,2009,Medium,Tier 2,Supermarket Type2,2567.33
11.87,No Sugar,0.073,Health and Hygiene,164.44,2009,Medium,Tier 2,Supermarket Type2,3633.39
13.31,Low Sugar,0.043,Meat,125.59,2009,Medium,Tier 2,Supermarket Type2,3163.84
14.37,Regular,0.039,Fruits and Vegetables,197.79,1987,High,Tier 2,Supermarket Type1,4880.47
12.29,Regular,0.093,Soft Drinks,143.37,2009,Medium,Tier 2,Supermarket Type2,3295.36
10.72,Low Sugar,0.05,Snack Foods,119.37,1987,High,Tier 2,Supermarket Type1,2449.82
12.47,Low Sugar,0.035,Soft Drinks,147.92,2009,Medium,Tier 2,Supermarket Type2,3429.8
12.96,Low Sugar,0.076,Snack Foods,149.13,2009,Medium,Tier 2,Supermarket Type2,3564.55
12.23,Low Sugar,0.184,Dairy,138.03,2009,Medium,Tier 2,Supermarket Type2,3173.89
13.22,Low Sugar,0.164,Snack Foods,123.76,2009,Medium,Tier 2,Supermarket Type2,3105.09
11.5,Low Sugar,0.069,Soft Drinks,146.69,2009,Medium,Tier 2,Supermarket Type2,3185.9
11.6,Regular,0.113,Meat,93.72,1998,Small,Tier 3,Food Mart,1055.89
12.04,Regular,0.011,Snack Foods,153.42,1999,Medium,Tier 1,Departmental Store,6722.57
13.6,Low Sugar,0.021,Meat,155.14,2009,Medium,Tier 2,Supermarket Type2,3833.12
11.36,Low Sugar,0.087,Soft Drinks,160.71,2009,Medium,Tier 2,Supermarket Type2,3441.72
14.25,No Sugar,0.009,Household,194.45,1987,High,Tier 2,Supermarket Type1,4785.36
15.74,Low Sugar,0.166,Meat,157.48,1999,Medium,Tier 1,Departmental Store,4364.62
15.5,Regular,0.091,Fruits and Vegetables,160.21,1999,Medium,Tier 1,Departmental Store,4366.65
